customer_id,date,time_idx,revenue,plan_type,company_size
CUST_08501,2023-05-31,5,45.73,Basic,Medium
CUST_08501,2023-06-30,6,45.5,Basic,Medium
CUST_08501,2023-07-30,7,46.87,Basic,Medium
CUST_08501,2023-08-29,8,48.95,Basic,Medium
CUST_08501,2023-09-28,9,47.88,Basic,Medium
CUST_08501,2023-10-28,10,45.22,Basic,Medium
CUST_08501,2023-11-27,11,49.42,Basic,Medium
CUST_08501,2023-12-27,12,52.73,Basic,Medium
CUST_08501,2024-01-26,13,55.83,Basic,Medium
CUST_08501,2024-02-25,14,61.0,Basic,Medium
CUST_08501,2024-03-26,15,60.11,Basic,Medium
CUST_08501,2024-04-25,16,63.54,Basic,Medium
CUST_08501,2024-05-25,17,61.38,Basic,Medium
CUST_08501,2024-06-24,18,55.74,Basic,Medium
CUST_08501,2024-07-24,19,57.78,Basic,Medium
CUST_08501,2024-08-23,20,55.22,Basic,Medium
CUST_08501,2024-09-22,21,55.46,Basic,Medium
CUST_08501,2024-10-22,22,58.87,Basic,Medium
CUST_08501,2024-11-21,23,58.51,Basic,Medium
CUST_02137,2023-01-01,0,0.0,Free,Small
CUST_02137,2023-01-31,1,0.0,Free,Small
CUST_02137,2023-03-02,2,0.0,Free,Small
CUST_02137,2023-04-01,3,0.0,Free,Small
CUST_02137,2023-05-01,4,0.0,Free,Small
CUST_02137,2023-05-31,5,0.0,Free,Small
CUST_02137,2023-06-30,6,0.0,Free,Small
CUST_02137,2023-07-30,7,0.0,Free,Small
CUST_02137,2023-08-29,8,0.0,Free,Small
CUST_02137,2023-09-28,9,0.0,Free,Small
CUST_02137,2023-10-28,10,0.0,Free,Small
CUST_02137,2023-11-27,11,0.0,Free,Small
CUST_02137,2023-12-27,12,0.0,Free,Small
CUST_02137,2024-01-26,13,0.0,Free,Small
CUST_02137,2024-02-25,14,0.0,Free,Small
CUST_02137,2024-03-26,15,0.0,Free,Small
CUST_02137,2024-04-25,16,0.0,Free,Small
CUST_02137,2024-05-25,17,0.0,Free,Small
CUST_02137,2024-06-24,18,0.0,Free,Small
CUST_02137,2024-07-24,19,0.0,Free,Small
CUST_02137,2024-08-23,20,0.0,Free,Small
CUST_02137,2024-09-22,21,0.0,Free,Small
CUST_02137,2024-10-22,22,0.0,Free,Small
CUST_02137,2024-11-21,23,0.0,Free,Small
CUST_04550,2023-01-01,0,49.89,Basic,Medium
CUST_04550,2023-01-31,1,52.92,Basic,Medium
CUST_04550,2023-03-02,2,60.82,Basic,Medium
CUST_04550,2023-04-01,3,57.93,Basic,Medium
CUST_04550,2023-05-01,4,62.17,Basic,Medium
CUST_04550,2023-05-31,5,53.16,Basic,Medium
CUST_04550,2023-06-30,6,50.82,Basic,Medium
CUST_04550,2023-07-30,7,55.41,Basic,Medium
CUST_04550,2023-08-29,8,53.6,Basic,Medium
CUST_04550,2023-09-28,9,54.86,Basic,Medium
CUST_04550,2023-10-28,10,55.09,Basic,Medium
CUST_04550,2023-11-27,11,59.8,Basic,Medium
CUST_04550,2023-12-27,12,64.2,Basic,Medium
CUST_04550,2024-01-26,13,67.56,Basic,Medium
CUST_04550,2024-02-25,14,66.79,Basic,Medium
CUST_04550,2024-03-26,15,71.7,Basic,Medium
CUST_04550,2024-04-25,16,69.21,Basic,Medium
CUST_04550,2024-05-25,17,70.25,Basic,Medium
CUST_04550,2024-06-24,18,63.83,Basic,Medium
CUST_04550,2024-07-24,19,64.91,Basic,Medium
CUST_04550,2024-08-23,20,67.07,Basic,Medium
CUST_04550,2024-09-22,21,64.44,Basic,Medium
CUST_04550,2024-10-22,22,65.75,Basic,Medium
CUST_04550,2024-11-21,23,66.18,Basic,Medium
CUST_07773,2023-01-01,0,198.72,Pro,Enterprise
CUST_07773,2023-01-31,1,186.9,Pro,Enterprise
CUST_07773,2023-03-02,2,228.4,Pro,Enterprise
CUST_07773,2023-04-01,3,214.5,Pro,Enterprise
CUST_07773,2023-05-01,4,240.27,Pro,Enterprise
CUST_07773,2023-05-31,5,238.27,Pro,Enterprise
CUST_07773,2023-06-30,6,211.09,Pro,Enterprise
CUST_07773,2023-07-30,7,212.43,Pro,Enterprise
CUST_07773,2023-08-29,8,222.85,Pro,Enterprise
CUST_07773,2023-09-28,9,192.11,Pro,Enterprise
CUST_07773,2023-10-28,10,202.88,Pro,Enterprise
CUST_07773,2023-11-27,11,228.32,Pro,Enterprise
CUST_07773,2023-12-27,12,230.31,Pro,Enterprise
CUST_07773,2024-01-26,13,244.89,Pro,Enterprise
CUST_07773,2024-02-25,14,281.46,Pro,Enterprise
CUST_07773,2024-03-26,15,275.91,Pro,Enterprise
CUST_07773,2024-04-25,16,278.1,Pro,Enterprise
CUST_07773,2024-05-25,17,249.2,Pro,Enterprise
CUST_07773,2024-06-24,18,266.68,Pro,Enterprise
CUST_07773,2024-07-24,19,238.78,Pro,Enterprise
CUST_07773,2024-08-23,20,256.26,Pro,Enterprise
CUST_07773,2024-09-22,21,228.47,Pro,Enterprise
CUST_07773,2024-10-22,22,259.26,Pro,Enterprise
CUST_07773,2024-11-21,23,286.25,Pro,Enterprise
CUST_06071,2023-01-01,0,42.24,Basic,Small
CUST_06071,2023-01-31,1,47.38,Basic,Small
CUST_06071,2023-03-02,2,53.63,Basic,Small
CUST_06071,2023-04-01,3,51.4,Basic,Small
CUST_06071,2023-05-01,4,55.61,Basic,Small
CUST_06071,2023-05-31,5,49.86,Basic,Small
CUST_06071,2023-06-30,6,46.61,Basic,Small
CUST_06071,2023-07-30,7,53.17,Basic,Small
CUST_06071,2023-08-29,8,46.94,Basic,Small
CUST_06071,2023-09-28,9,44.77,Basic,Small
CUST_06071,2023-10-28,10,50.21,Basic,Small
CUST_06071,2023-11-27,11,52.41,Basic,Small
CUST_06071,2023-12-27,12,54.92,Basic,Small
CUST_06071,2024-01-26,13,60.81,Basic,Small
CUST_06071,2024-02-25,14,60.73,Basic,Small
CUST_06071,2024-03-26,15,60.45,Basic,Small
CUST_06071,2024-04-25,16,59.93,Basic,Small
CUST_06071,2024-05-25,17,64.69,Basic,Small
CUST_06071,2024-06-24,18,58.2,Basic,Small
CUST_06071,2024-07-24,19,63.01,Basic,Small
CUST_06071,2024-08-23,20,58.98,Basic,Small
CUST_06071,2024-09-22,21,57.58,Basic,Small
CUST_06071,2024-10-22,22,61.54,Basic,Small
CUST_06071,2024-11-21,23,65.3,Basic,Small
CUST_00039,2023-01-01,0,965.09,Enterprise,Small
CUST_00039,2023-01-31,1,1193.83,Enterprise,Small
CUST_00039,2023-03-02,2,1212.6,Enterprise,Small
CUST_00039,2023-04-01,3,1340.43,Enterprise,Small
CUST_00039,2023-05-01,4,1335.69,Enterprise,Small
CUST_00039,2023-05-31,5,1207.11,Enterprise,Small
CUST_00039,2023-06-30,6,1185.49,Enterprise,Small
CUST_00039,2023-07-30,7,1053.26,Enterprise,Small
CUST_00039,2023-08-29,8,1192.75,Enterprise,Small
CUST_00039,2023-09-28,9,1125.27,Enterprise,Small
CUST_00039,2023-10-28,10,1266.41,Enterprise,Small
CUST_00039,2023-11-27,11,1253.97,Enterprise,Small
CUST_00039,2023-12-27,12,1351.62,Enterprise,Small
CUST_00039,2024-01-26,13,1412.22,Enterprise,Small
CUST_00039,2024-02-25,14,1495.42,Enterprise,Small
CUST_00039,2024-03-26,15,1514.77,Enterprise,Small
CUST_00039,2024-04-25,16,1468.61,Enterprise,Small
CUST_00039,2024-05-25,17,1513.44,Enterprise,Small
CUST_00039,2024-06-24,18,1429.8,Enterprise,Small
CUST_00039,2024-07-24,19,1414.16,Enterprise,Small
CUST_00039,2024-08-23,20,1488.42,Enterprise,Small
CUST_00039,2024-09-22,21,1389.5,Enterprise,Small
CUST_00039,2024-10-22,22,1387.77,Enterprise,Small
CUST_00039,2024-11-21,23,1522.12,Enterprise,Small
CUST_14323,2023-01-01,0,0.0,Free,Large
CUST_14323,2023-01-31,1,0.0,Free,Large
CUST_14323,2023-03-02,2,0.0,Free,Large
CUST_14323,2023-04-01,3,0.0,Free,Large
CUST_14323,2023-05-01,4,0.0,Free,Large
CUST_14323,2023-05-31,5,0.0,Free,Large
CUST_14323,2023-06-30,6,0.0,Free,Large
CUST_14323,2023-07-30,7,0.0,Free,Large
CUST_14323,2023-08-29,8,0.0,Free,Large
CUST_14323,2023-09-28,9,0.0,Free,Large
CUST_14323,2023-10-28,10,0.0,Free,Large
CUST_14323,2023-11-27,11,0.0,Free,Large
CUST_14323,2023-12-27,12,0.0,Free,Large
CUST_14323,2024-01-26,13,0.0,Free,Large
CUST_14323,2024-02-25,14,0.0,Free,Large
CUST_14323,2024-03-26,15,0.0,Free,Large
CUST_14323,2024-04-25,16,0.0,Free,Large
CUST_14323,2024-05-25,17,0.0,Free,Large
CUST_14323,2024-06-24,18,0.0,Free,Large
CUST_14323,2024-07-24,19,0.0,Free,Large
CUST_14323,2024-08-23,20,0.0,Free,Large
CUST_14323,2024-09-22,21,0.0,Free,Large
CUST_14323,2024-10-22,22,0.0,Free,Large
CUST_14323,2024-11-21,23,0.0,Free,Large
CUST_10221,2023-01-01,0,0.0,Free,Small
CUST_10221,2023-01-31,1,0.0,Free,Small
CUST_10221,2023-03-02,2,0.0,Free,Small
CUST_10221,2023-04-01,3,0.0,Free,Small
CUST_10221,2023-05-01,4,0.0,Free,Small
CUST_10221,2023-05-31,5,0.0,Free,Small
CUST_10221,2023-06-30,6,0.0,Free,Small
CUST_10221,2023-07-30,7,0.0,Free,Small
CUST_10221,2023-08-29,8,0.0,Free,Small
CUST_10221,2023-09-28,9,0.0,Free,Small
CUST_10221,2023-10-28,10,0.0,Free,Small
CUST_10221,2023-11-27,11,0.0,Free,Small
CUST_10221,2023-12-27,12,0.0,Free,Small
CUST_10221,2024-01-26,13,0.0,Free,Small
CUST_10221,2024-02-25,14,0.0,Free,Small
CUST_10221,2024-03-26,15,0.0,Free,Small
CUST_10221,2024-04-25,16,0.0,Free,Small
CUST_10221,2024-05-25,17,0.0,Free,Small
CUST_10221,2024-06-24,18,0.0,Free,Small
CUST_10221,2024-07-24,19,0.0,Free,Small
CUST_10221,2024-08-23,20,0.0,Free,Small
CUST_10221,2024-09-22,21,0.0,Free,Small
CUST_10221,2024-10-22,22,0.0,Free,Small
CUST_10221,2024-11-21,23,0.0,Free,Small
CUST_03929,2023-01-01,0,0.0,Free,Small
CUST_03929,2023-01-31,1,0.0,Free,Small
CUST_03929,2023-03-02,2,0.0,Free,Small
CUST_03929,2023-04-01,3,0.0,Free,Small
CUST_03929,2023-05-01,4,0.0,Free,Small
CUST_03929,2023-05-31,5,0.0,Free,Small
CUST_03929,2023-06-30,6,0.0,Free,Small
CUST_03929,2023-07-30,7,0.0,Free,Small
CUST_03929,2023-08-29,8,0.0,Free,Small
CUST_03929,2023-09-28,9,0.0,Free,Small
CUST_03929,2023-10-28,10,0.0,Free,Small
CUST_03929,2023-11-27,11,0.0,Free,Small
CUST_03929,2023-12-27,12,0.0,Free,Small
CUST_03929,2024-01-26,13,0.0,Free,Small
CUST_03929,2024-02-25,14,0.0,Free,Small
CUST_03929,2024-03-26,15,0.0,Free,Small
CUST_03929,2024-04-25,16,0.0,Free,Small
CUST_03929,2024-05-25,17,0.0,Free,Small
CUST_03929,2024-06-24,18,0.0,Free,Small
CUST_03929,2024-07-24,19,0.0,Free,Small
CUST_03929,2024-08-23,20,0.0,Free,Small
CUST_03929,2024-09-22,21,0.0,Free,Small
CUST_03929,2024-10-22,22,0.0,Free,Small
CUST_03929,2024-11-21,23,0.0,Free,Small
CUST_09053,2023-01-01,0,203.55,Pro,Small
CUST_09053,2023-01-31,1,209.11,Pro,Small
CUST_09053,2023-03-02,2,221.27,Pro,Small
CUST_09053,2023-04-01,3,216.9,Pro,Small
CUST_09053,2023-05-01,4,236.95,Pro,Small
CUST_09053,2023-05-31,5,249.4,Pro,Small
CUST_09053,2023-06-30,6,223.43,Pro,Small
CUST_09053,2023-07-30,7,217.54,Pro,Small
CUST_09053,2023-08-29,8,207.44,Pro,Small
CUST_09053,2023-09-28,9,208.67,Pro,Small
CUST_09053,2023-10-28,10,216.21,Pro,Small
CUST_09053,2023-11-27,11,240.89,Pro,Small
CUST_09053,2023-12-27,12,254.29,Pro,Small
CUST_09053,2024-01-26,13,263.63,Pro,Small
CUST_09053,2024-02-25,14,286.89,Pro,Small
CUST_09053,2024-03-26,15,294.34,Pro,Small
CUST_09053,2024-04-25,16,289.69,Pro,Small
CUST_09053,2024-05-25,17,274.02,Pro,Small
CUST_09053,2024-06-24,18,274.77,Pro,Small
CUST_09053,2024-07-24,19,264.69,Pro,Small
CUST_09053,2024-08-23,20,266.27,Pro,Small
CUST_09053,2024-09-22,21,267.17,Pro,Small
CUST_09053,2024-10-22,22,278.04,Pro,Small
CUST_09053,2024-11-21,23,293.5,Pro,Small
CUST_05776,2023-01-01,0,885.94,Enterprise,Large
CUST_05776,2023-01-31,1,1111.24,Enterprise,Large
CUST_05776,2023-03-02,2,1068.97,Enterprise,Large
CUST_05776,2023-04-01,3,1094.68,Enterprise,Large
CUST_05776,2023-05-01,4,1149.37,Enterprise,Large
CUST_05776,2023-05-31,5,1078.03,Enterprise,Large
CUST_05776,2023-06-30,6,1072.82,Enterprise,Large
CUST_05776,2023-07-30,7,995.65,Enterprise,Large
CUST_05776,2023-08-29,8,989.72,Enterprise,Large
CUST_05776,2023-09-28,9,961.57,Enterprise,Large
CUST_05776,2023-10-28,10,1003.62,Enterprise,Large
CUST_05776,2023-11-27,11,1063.62,Enterprise,Large
CUST_05776,2023-12-27,12,1202.57,Enterprise,Large
CUST_05776,2024-01-26,13,1297.91,Enterprise,Large
CUST_05776,2024-02-25,14,1337.49,Enterprise,Large
CUST_05776,2024-03-26,15,1353.89,Enterprise,Large
CUST_05776,2024-04-25,16,1308.74,Enterprise,Large
CUST_05776,2024-05-25,17,1321.03,Enterprise,Large
CUST_05776,2024-06-24,18,1307.55,Enterprise,Large
CUST_05776,2024-07-24,19,1231.15,Enterprise,Large
CUST_05776,2024-08-23,20,1268.44,Enterprise,Large
CUST_05776,2024-09-22,21,1252.09,Enterprise,Large
CUST_05776,2024-10-22,22,1257.95,Enterprise,Large
CUST_05776,2024-11-21,23,1299.35,Enterprise,Large
CUST_04805,2023-01-01,0,0.0,Free,Large
CUST_04805,2023-01-31,1,0.0,Free,Large
CUST_04805,2023-03-02,2,0.0,Free,Large
CUST_04805,2023-04-01,3,0.0,Free,Large
CUST_04805,2023-05-01,4,0.0,Free,Large
CUST_04805,2023-05-31,5,0.0,Free,Large
CUST_04805,2023-06-30,6,0.0,Free,Large
CUST_04805,2023-07-30,7,0.0,Free,Large
CUST_04805,2023-08-29,8,0.0,Free,Large
CUST_04805,2023-09-28,9,0.0,Free,Large
CUST_04805,2023-10-28,10,0.0,Free,Large
CUST_04805,2023-11-27,11,0.0,Free,Large
CUST_04805,2023-12-27,12,0.0,Free,Large
CUST_04805,2024-01-26,13,0.0,Free,Large
CUST_04805,2024-02-25,14,0.0,Free,Large
CUST_04805,2024-03-26,15,0.0,Free,Large
CUST_04805,2024-04-25,16,0.0,Free,Large
CUST_04805,2024-05-25,17,0.0,Free,Large
CUST_04805,2024-06-24,18,0.0,Free,Large
CUST_04805,2024-07-24,19,0.0,Free,Large
CUST_04805,2024-08-23,20,0.0,Free,Large
CUST_04805,2024-09-22,21,0.0,Free,Large
CUST_04805,2024-10-22,22,0.0,Free,Large
CUST_04805,2024-11-21,23,0.0,Free,Large
CUST_10894,2023-01-01,0,52.38,Basic,Small
CUST_10894,2023-01-31,1,54.49,Basic,Small
CUST_10894,2023-03-02,2,53.05,Basic,Small
CUST_10894,2023-04-01,3,56.44,Basic,Small
CUST_10894,2023-05-01,4,61.4,Basic,Small
CUST_10894,2023-05-31,5,56.52,Basic,Small
CUST_10894,2023-06-30,6,52.22,Basic,Small
CUST_10894,2023-07-30,7,51.08,Basic,Small
CUST_10894,2023-08-29,8,56.06,Basic,Small
CUST_10894,2023-09-28,9,54.54,Basic,Small
CUST_10894,2023-10-28,10,57.92,Basic,Small
CUST_10894,2023-11-27,11,60.93,Basic,Small
CUST_10894,2023-12-27,12,60.85,Basic,Small
CUST_10894,2024-01-26,13,64.87,Basic,Small
CUST_10894,2024-02-25,14,69.14,Basic,Small
CUST_10894,2024-03-26,15,71.45,Basic,Small
CUST_10894,2024-04-25,16,67.55,Basic,Small
CUST_10894,2024-05-25,17,69.2,Basic,Small
CUST_10894,2024-06-24,18,71.12,Basic,Small
CUST_10894,2024-07-24,19,68.62,Basic,Small
CUST_10894,2024-08-23,20,65.84,Basic,Small
CUST_10894,2024-09-22,21,64.97,Basic,Small
CUST_10894,2024-10-22,22,69.35,Basic,Small
CUST_10894,2024-11-21,23,67.7,Basic,Small
CUST_07296,2023-01-01,0,0.0,Free,Medium
CUST_07296,2023-01-31,1,0.0,Free,Medium
CUST_07296,2023-03-02,2,0.0,Free,Medium
CUST_07296,2023-04-01,3,0.0,Free,Medium
CUST_07296,2023-05-01,4,0.0,Free,Medium
CUST_07296,2023-05-31,5,0.0,Free,Medium
CUST_07296,2023-06-30,6,0.0,Free,Medium
CUST_07296,2023-07-30,7,0.0,Free,Medium
CUST_07296,2023-08-29,8,0.0,Free,Medium
CUST_07296,2023-09-28,9,0.0,Free,Medium
CUST_07296,2023-10-28,10,0.0,Free,Medium
CUST_07296,2023-11-27,11,0.0,Free,Medium
CUST_07296,2023-12-27,12,0.0,Free,Medium
CUST_07296,2024-01-26,13,0.0,Free,Medium
CUST_07296,2024-02-25,14,0.0,Free,Medium
CUST_07296,2024-03-26,15,0.0,Free,Medium
CUST_07296,2024-04-25,16,0.0,Free,Medium
CUST_07296,2024-05-25,17,0.0,Free,Medium
CUST_07296,2024-06-24,18,0.0,Free,Medium
CUST_07296,2024-07-24,19,0.0,Free,Medium
CUST_07296,2024-08-23,20,0.0,Free,Medium
CUST_07296,2024-09-22,21,0.0,Free,Medium
CUST_07296,2024-10-22,22,0.0,Free,Medium
CUST_07296,2024-11-21,23,0.0,Free,Medium
CUST_11529,2023-01-01,0,47.68,Basic,Enterprise
CUST_11529,2023-01-31,1,48.5,Basic,Enterprise
CUST_11529,2023-03-02,2,53.49,Basic,Enterprise
CUST_11529,2023-04-01,3,57.13,Basic,Enterprise
CUST_11529,2023-05-01,4,57.62,Basic,Enterprise
CUST_11529,2023-05-31,5,50.57,Basic,Enterprise
CUST_11529,2023-06-30,6,57.54,Basic,Enterprise
CUST_11529,2023-07-30,7,51.9,Basic,Enterprise
CUST_11529,2023-08-29,8,46.25,Basic,Enterprise
CUST_11529,2023-09-28,9,48.7,Basic,Enterprise
CUST_11529,2023-10-28,10,55.0,Basic,Enterprise
CUST_11529,2023-11-27,11,54.66,Basic,Enterprise
CUST_11529,2023-12-27,12,57.61,Basic,Enterprise
CUST_11529,2024-01-26,13,64.51,Basic,Enterprise
CUST_11529,2024-02-25,14,67.5,Basic,Enterprise
CUST_11529,2024-03-26,15,64.76,Basic,Enterprise
CUST_11529,2024-04-25,16,69.53,Basic,Enterprise
CUST_11529,2024-05-25,17,62.82,Basic,Enterprise
CUST_11529,2024-06-24,18,70.33,Basic,Enterprise
CUST_11529,2024-07-24,19,60.71,Basic,Enterprise
CUST_11529,2024-08-23,20,62.58,Basic,Enterprise
CUST_11529,2024-09-22,21,64.44,Basic,Enterprise
CUST_11529,2024-10-22,22,59.41,Basic,Enterprise
CUST_11529,2024-11-21,23,66.68,Basic,Enterprise
CUST_11289,2023-01-01,0,193.98,Pro,Small
CUST_11289,2023-01-31,1,205.82,Pro,Small
CUST_11289,2023-03-02,2,216.95,Pro,Small
CUST_11289,2023-04-01,3,215.28,Pro,Small
CUST_11289,2023-05-01,4,227.06,Pro,Small
CUST_11289,2023-05-31,5,213.82,Pro,Small
CUST_11289,2023-06-30,6,218.85,Pro,Small
CUST_11289,2023-07-30,7,198.99,Pro,Small
CUST_11289,2023-08-29,8,206.37,Pro,Small
CUST_11289,2023-09-28,9,204.1,Pro,Small
CUST_11289,2023-10-28,10,209.59,Pro,Small
CUST_11289,2023-11-27,11,210.27,Pro,Small
CUST_11289,2023-12-27,12,224.0,Pro,Small
CUST_11289,2024-01-26,13,263.36,Pro,Small
CUST_11289,2024-02-25,14,269.22,Pro,Small
CUST_11289,2024-03-26,15,277.91,Pro,Small
CUST_11289,2024-04-25,16,261.59,Pro,Small
CUST_11289,2024-05-25,17,251.06,Pro,Small
CUST_11289,2024-06-24,18,257.71,Pro,Small
CUST_11289,2024-07-24,19,266.09,Pro,Small
CUST_11289,2024-08-23,20,258.31,Pro,Small
CUST_11289,2024-09-22,21,240.68,Pro,Small
CUST_11289,2024-10-22,22,261.4,Pro,Small
CUST_11289,2024-11-21,23,264.57,Pro,Small
CUST_08960,2023-01-01,0,55.87,Basic,Small
CUST_08960,2023-01-31,1,57.03,Basic,Small
CUST_08960,2023-03-02,2,61.36,Basic,Small
CUST_08960,2023-04-01,3,63.4,Basic,Small
CUST_08960,2023-05-01,4,62.28,Basic,Small
CUST_08960,2023-05-31,5,64.21,Basic,Small
CUST_08960,2023-06-30,6,61.2,Basic,Small
CUST_08960,2023-07-30,7,58.79,Basic,Small
CUST_08960,2023-08-29,8,60.54,Basic,Small
CUST_08960,2023-09-28,9,56.39,Basic,Small
CUST_08960,2023-10-28,10,57.1,Basic,Small
CUST_08960,2023-11-27,11,65.37,Basic,Small
CUST_08960,2023-12-27,12,70.13,Basic,Small
CUST_08960,2024-01-26,13,67.29,Basic,Small
CUST_08960,2024-02-25,14,73.81,Basic,Small
CUST_08960,2024-03-26,15,78.29,Basic,Small
CUST_08960,2024-04-25,16,76.13,Basic,Small
CUST_08960,2024-05-25,17,74.56,Basic,Small
CUST_08960,2024-06-24,18,72.15,Basic,Small
CUST_08960,2024-07-24,19,74.99,Basic,Small
CUST_08960,2024-08-23,20,68.35,Basic,Small
CUST_08960,2024-09-22,21,70.53,Basic,Small
CUST_08960,2024-10-22,22,73.86,Basic,Small
CUST_08960,2024-11-21,23,77.25,Basic,Small
CUST_04834,2023-01-01,0,221.61,Pro,Small
CUST_04834,2023-01-31,1,230.54,Pro,Small
CUST_04834,2023-03-02,2,224.88,Pro,Small
CUST_04834,2023-04-01,3,275.42,Pro,Small
CUST_04834,2023-05-01,4,260.25,Pro,Small
CUST_04834,2023-05-31,5,243.59,Pro,Small
CUST_04834,2023-06-30,6,246.74,Pro,Small
CUST_04834,2023-07-30,7,246.86,Pro,Small
CUST_04834,2023-08-29,8,241.49,Pro,Small
CUST_04834,2023-09-28,9,224.64,Pro,Small
CUST_04834,2023-10-28,10,245.47,Pro,Small
CUST_04834,2023-11-27,11,234.33,Pro,Small
CUST_04834,2023-12-27,12,263.11,Pro,Small
CUST_04834,2024-01-26,13,309.79,Pro,Small
CUST_04834,2024-02-25,14,299.66,Pro,Small
CUST_04834,2024-03-26,15,314.26,Pro,Small
CUST_04834,2024-04-25,16,306.91,Pro,Small
CUST_04834,2024-05-25,17,289.78,Pro,Small
CUST_04834,2024-06-24,18,293.83,Pro,Small
CUST_04834,2024-07-24,19,291.24,Pro,Small
CUST_04834,2024-08-23,20,299.85,Pro,Small
CUST_04834,2024-09-22,21,270.36,Pro,Small
CUST_04834,2024-10-22,22,302.71,Pro,Small
CUST_04834,2024-11-21,23,304.01,Pro,Small
CUST_13269,2023-01-01,0,1007.86,Enterprise,Small
CUST_13269,2023-01-31,1,1129.96,Enterprise,Small
CUST_13269,2023-03-02,2,1124.61,Enterprise,Small
CUST_13269,2023-04-01,3,1197.03,Enterprise,Small
CUST_13269,2023-05-01,4,1233.48,Enterprise,Small
CUST_13269,2023-05-31,5,1152.39,Enterprise,Small
CUST_13269,2023-06-30,6,1157.78,Enterprise,Small
CUST_13269,2023-07-30,7,1138.54,Enterprise,Small
CUST_13269,2023-08-29,8,1091.09,Enterprise,Small
CUST_13269,2023-09-28,9,1160.09,Enterprise,Small
CUST_13269,2023-10-28,10,1184.49,Enterprise,Small
CUST_13269,2023-11-27,11,1230.63,Enterprise,Small
CUST_13269,2023-12-27,12,1266.59,Enterprise,Small
CUST_13269,2024-01-26,13,1363.23,Enterprise,Small
CUST_13269,2024-02-25,14,1401.24,Enterprise,Small
CUST_13269,2024-03-26,15,1418.7,Enterprise,Small
CUST_13269,2024-04-25,16,1453.16,Enterprise,Small
CUST_13269,2024-05-25,17,1481.84,Enterprise,Small
CUST_13269,2024-06-24,18,1388.5,Enterprise,Small
CUST_13269,2024-07-24,19,1345.55,Enterprise,Small
CUST_13269,2024-08-23,20,1345.01,Enterprise,Small
CUST_13269,2024-09-22,21,1274.31,Enterprise,Small
